severity,category,file,line,id,type,message,snippet,suggestion
"medium","answer_pattern_risk","src/lib/data.ts","48286","p6ag2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","clearing riverbanks destroys natural stabilizing reed/papyrus vegetation, causing river banks to collapse and slide into the water during floods (siltation), making rivers shallow, muddy","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48328","p6ag3-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Indigenous breeds are highly hardy, drought-tolerant, can walk long distances for water, and possess strong natural immunity (resistance) against tropical diseases, ticks, and heat","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48355","p6ag3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To allow grazed grass in rested paddocks time to regrow vigorously, break the lifecycles of internal worms and external ticks, prevent overgrazing/soil erosion, and ensure cattle always get fresh nutritious pasture","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48414","p6ag3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To prevent birds from pecking each other (cannibalism / feather pecking), egg eating (breaking their own eggs to drink the yolk), and feed wastage","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48504","p6ag4-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The old Queen bee accompanied by roughly half of the older worker bees leaves the hive in a dense, buzzing cloud (swarm) to search for and establish a brand-new nest elsewhere, leaving behind the remaining","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48542","p6ag4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","hexagonal cells fit together perfectly without leaving any wasted empty space between cells (tessellation), require the least amount of precious beeswax to construct","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","48575","p6ag4-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Run quickly into a darkened room or dense bushes, quickly scrape off all embedded stingers sideways using a fingernail or knife edge without squeezing the venom sacs, wash the sting sites with soap and","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50092","p6cp3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Simile AND Personification (Comparing the river's sound to a lion using 'like', and giving the river the animal/human action of roaring in anger)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50152","p6cp3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","That primary education, discipline, and knowledge are the noble tools through which Ugandan children will make their parents proud and build a great nation","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50184","p6cp3-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","That Uganda extends from the extreme south-western highlands of Kisoro all the way across to the extreme north-eastern semi-arid plains of Moroto (covering the entire length and breadth of the nation)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50264","p6co1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","formal official correspondence demands respectful, dignified, standard English grammar to convey serious business, administrative respect, and academic maturity","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50304","p6co1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","On the left-hand side of the page, directly below your own sender address and the date (beginning with: The District Education Officer, P.O. Box...)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","50688","p6co4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","A story where you disobeyed a direct warning or instruction from your parents, suffered a terrible accident or terrifying experience as a result, were rescued and forgiven","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","56219","p7cm2-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It contains massive deposits of copper and cobalt used globally in manufacturing rechargeable lithium-ion batteries for electric vehicles and smartphones","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","56485","p7cr1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","he obeyed God's call to leave his homeland of Ur and demonstrated willingness even to sacrifice his promised son Isaac when tested by God","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","56544","p7cr1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","That God can turn evil intentions into good, and Christians must always practice genuine forgiveness and family reconciliation","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","56772","p7cr3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","they demonstrated unwavering faith, moral integrity, and willingness to die for Jesus Christ rather than renounce their faith or obey sinful royal orders","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","56844","p7cr3-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","By sharing lunch or scholastic materials with needy classmates, comforting those who are sad, and resolving playground quarrels peacefully without fighting","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","57100","p7ir2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Smiling warmly at a brother or sister, removing harmful thorns/stones from a pathway, and helping an elderly person carry their luggage","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","57467","p7sk3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To keep the injured arm elevated, supported, and resting comfortably against the chest without pulling downward on the fractured bone","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","57596","p7el1-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","parallel circuits allow each appliance to operate independently across its own loop so that if one bulb blows, the rest continue shining at full voltage","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","57945","p7el3-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","By increasing the number of turns (coils) of wire around the nail and connecting more dry cells in series to increase the electric current","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","58061","p7ls1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It vibrates back and forth, transmitting the mechanical vibrations to the three tiny ossicle bones (hammer, anvil, and stirrup) of the middle ear","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","58407","p7ls4-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","the eyeball is too short or the eye lens has lost elasticity and cannot bulge enough, causing near objects to focus BEHIND the retina","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","58446","p7ls4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","The normally clear, transparent eye lens gradually becomes cloudy and opaque like milky white glass, blocking light rays from reaching the retina","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","58813","p7ex3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Healthy liver tissue is gradually destroyed and replaced by hard, fibrous scar tissue, preventing the liver from filtering blood or deaminating proteins","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","58915","p7ci1-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Inside the thoracic (chest) cavity between the two lungs, protected anteriorly by the sternum and slightly tilted toward the left side","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","59001","p7ci1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","it contracts rhythmically and continuously day and night for a person's entire lifetime without ever getting tired or experiencing muscular fatigue","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","59996","p7ec2-1","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","It shows the direction of the flow of energy (Eaten by / Energy transferred to) from the prey organism to the consumer that eats it","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60171","p7ec3-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","wetlands act as natural biological water filters that purify wastewater, absorb heavy flood waters to prevent downstream flash flooding, release water slowly during dry seasons","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60437","p7ag2-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Overgrazing strips the land of its protective green grass cover and compacts the topsoil, allowing heavy winds and flash floods to blow and wash the loose, bare topsoil away leaving barren, rocky desert (badlands)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60476","p7ag2-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","clearing riverbanks destroys natural stabilizing reed/papyrus vegetation, causing river banks to collapse and slide into the water during floods (siltation), making rivers shallow, muddy","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60545","p7ag3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To allow grazed grass in rested paddocks time to regrow vigorously, break the lifecycles of internal worms and external ticks, prevent overgrazing/soil erosion, and ensure cattle always get fresh nutritious pasture","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60604","p7ag3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","To prevent birds from pecking each other (cannibalism / feather pecking), egg eating (breaking their own eggs to drink the yolk), and feed wastage","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60732","p7ag4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","hexagonal cells fit together perfectly without leaving any wasted empty space between cells (tessellation), require the least amount of precious beeswax to construct","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","60765","p7ag4-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Run quickly into a darkened room or dense bushes, quickly scrape off all embedded stingers sideways using a fingernail or knife edge without squeezing the venom sacs, wash the sting sites with soap and","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62273","p7cp3-4","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","Simile AND Personification (Comparing the river's sound to a lion using 'like', and giving the river the animal/human action of roaring in anger)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62333","p7cp3-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","That primary education, discipline, and knowledge are the noble tools through which Ugandan children will make their parents proud and build a great nation","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62365","p7cp3-13","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","That Uganda extends from the extreme south-western highlands of Kisoro all the way across to the extreme north-eastern semi-arid plains of Moroto (covering the entire length and breadth of the nation)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62442","p7co1-6","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","formal official correspondence demands respectful, dignified, standard English grammar to convey serious business, administrative respect, and academic maturity","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62482","p7co1-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","On the left-hand side of the page, directly below your own sender address and the date (beginning with: The District Education Officer, P.O. Box...)","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","62866","p7co4-10","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","A story where you disobeyed a direct warning or instruction from your parents, suffered a terrible accident or terrifying experience as a result, were rescued and forgiven","Balance option lengths or shorten the correct answer."
"medium","answer_pattern_risk","src/lib/data.ts","63309","p7-sst-v1-9","multiple_choice","Correct option is much longer than distractors, which may reveal the answer by pattern.","nationalist parties educated citizens about their human rights, demanded fair crop prices, and organized peaceful resistance that threatened colonial exploitation and control","Balance option lengths or shorten the correct answer."
"medium","option_too_long","src/lib/data.ts","15260","p4-egw-m1-11","multiple_choice","Option text is long and may crowd mobile screens.","Our school library at Budo Primary School is a clean, well-lit, and peaceful sanctuary housing over three thousand exciting textbooks and storybooks for pupils to read.","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","15380","p4-egw-m2-8","multiple_choice","Option text is long and may crowd mobile screens.","It demonstrates personal affection, cultural respect, and genuine concern for the recipient's family well-being before discussing your own personal news or requests","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","15529","p4-egw-m3-8","multiple_choice","Option text is long and may crowd mobile screens.","It stands for the French phrase 'Répondez s'il vous plaît', meaning 'Please reply or respond' to confirm whether or not you will attend so the organizers can reserve exact seating and catering","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","15620","p4-egw-m4-4","multiple_choice","Option text is long and may crowd mobile screens.","To ensure accurate, reliable communication so the recipient knows exactly who called, when they called, and what urgent action is required without forgetting or misquoting the message","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","15674","p4-egw-m4-8","multiple_choice","Option text is long and may crowd mobile screens.","It states the exact date of absence, names the pupil and class clearly, gives a genuine, verifiable medical reason (malaria at Mengo Hospital), and provides the parent's signature and phone contact for verification","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","15705","p4-egw-m4-11","multiple_choice","Option text is long and may crowd mobile screens.","To legally bind the applicant to honesty, ensuring they understand that giving false names, forged birth dates, or fake certificates is unlawful and can lead to immediate cancellation of admission","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","27624","p5-er3-7","ordering","Ordering item is long and may be hard to drag/read on mobile.","Railway Transport (Standard Gauge Railway SGR / Meter gauge - the absolute cheapest, safest, and most efficient overland bulk cargo carrier transporting thousands of tonnes per single train across East Africa)","Shorten ordering items; move detail to explanation."
"medium","option_too_long","src/lib/data.ts","29070","p5-pb3-8","ordering","Ordering item is long and may be hard to drag/read on mobile.","Stage 3: Pupa (On Day 9, worker bees seal/cap the cell with a porous wax capping; inside the capped cell, the larva spins a cocoon and transforms into an immobile Pupa developing eyes, legs, and wings)","Shorten ordering items; move detail to explanation."
"medium","option_too_long","src/lib/data.ts","31502","p5-dg3-9","matching","Matching pair text is long and can crowd small screens.","Lipids (Fats & Oils) => Translucent Spot Test (or Ethanol Emulsion) then Rubbing fat on white paper leaves a permanent Greasy Translucent spot that lets light through (unlike water that dries up)","Shorten matching labels; move explanations after answer."
"medium","option_too_long","src/lib/data.ts","37917","p5-cw2-6","multiple_choice","Option text is long and may crowd mobile screens.","Dear Mother and Father I am writing this long text to let you know that our bus arrived in Kampala without any accident and I am now sitting inside my classroom and eating lunch happily Your loving son Kintu","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","38140","p5-cw3-5","multiple_choice","Option text is long and may crowd mobile screens.","Discussions, updates, and progress reports on specific action items and resolutions that were agreed upon during the PREVIOUS (past) meeting to check if they have been executed","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","38255","p5-cw3-11","multiple_choice","Option text is long and may crowd mobile screens.","To legally certify and validate that the written record is a 100% true, accurate, and approved reflection of what was discussed and decided, making the minutes legally binding for future accountability","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","38301","p5-cw4-1","multiple_choice","Option text is long and may crowd mobile screens.","Study all the pictures carefully in their numbered sequence to understand the complete chronological story, ensuring your written story connects all pictures logically without skipping any scene","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","38376","p5-cw4-5","multiple_choice","Option text is long and may crowd mobile screens.","Read the entire passage from beginning to end with the blanks first to understand the overall story context, then carefully select and write the exact fitting word from the bank into each blank, checking","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43334","p6po2-10","multiple_choice","Option text is long and may crowd mobile screens.","Buganda possessed a centralized, highly disciplined governance hierarchy, fertile soil with reliable rainfall producing abundant matooke food, direct trade with Arab gun merchants","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43423","p6po3-6","multiple_choice","Option text is long and may crowd mobile screens.","1. Launching surprise night raids on unsuspecting interior villages, 2. Instigating inter-tribal wars by supplying guns to rival chiefdoms on condition that prisoners of war (captives) be handed over as","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43599","p6fr1-10","multiple_choice","Option text is long and may crowd mobile screens.","They introduced new American food crops, which became staple famine-relief foods across East Africa, alongside enriching the Swahili language with Portuguese loanwords","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43816","p6fr3-6","multiple_choice","Option text is long and may crowd mobile screens.","In Uganda, Britain ruled via Indirect Rule (protecting African land ownership so peasants grew cash crops like cotton/coffee on their own small plots without white settler plantations)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43855","p6fr3-10","multiple_choice","Option text is long and may crowd mobile screens.","constructing a railway through wild, uncharted African bush cost an astronomical 5.5 million British pounds, required importing 32,000 Indian indentured coolie laborers","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43944","p6fr4-6","multiple_choice","Option text is long and may crowd mobile screens.","The Acholi warriors retreated into the defensive Guru-Guru caves and fiercely resisted British attempts to forcefully disarm them and impose forced labor/Hut taxes, holding out for months until British","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","43983","p6fr4-10","multiple_choice","Option text is long and may crowd mobile screens.","Nyangire (such as James Miti) whom the British had placed to rule over Bunyoro's counties (following Kabalega's defeat), forcing the British to remove the Baganda chiefs and restore native Banyoro leadership","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44034","p6in1-1","multiple_choice","Option text is long and may crowd mobile screens.","The patriotic awareness, love for one's country, and collective struggle (political and armed) by Africans to end foreign European colonial rule, eliminate racial discrimination, and attain sovereign","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44061","p6in1-4","multiple_choice","Option text is long and may crowd mobile screens.","young African delegates resolved firmly that Africans would no longer beg for gradual reforms, but would return to their home countries immediately to organize mass political parties and trade unions to","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44120","p6in1-10","multiple_choice","Option text is long and may crowd mobile screens.","They educated the masses on their political rights, exposed colonial injustices, criticized corrupt chiefs, and unified public opinion across different chiefdoms in local vernacular languages","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44190","p6in2-4","multiple_choice","Option text is long and may crowd mobile screens.","They merged completely to form the sovereign United Republic of Tanzania (combining the names Tan-ganyika and Zan-zibar into Tan-zan-ia, with Nyerere as President and Karume as Vice President)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44249","p6in2-10","multiple_choice","Option text is long and may crowd mobile screens.","as the supreme military commander of the Mau Mau freedom fighters inside the Aberdare forests, his refusal to surrender and his organized guerrilla raids inspired resistance against colonial rule across","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44338","p6in3-6","multiple_choice","Option text is long and may crowd mobile screens.","Kabaka Mutesa II and his Lukiiko fiercely rejected East African Federation, refused to send Buganda representatives to the central Legislative Council (LegCo)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44455","p6er1-4","multiple_choice","Option text is long and may crowd mobile screens.","Horticultural products (specifically cut fresh roses/chrysanthemums, green beans, snow peas, and chillies shipped daily via air cargo to European supermarkets)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44514","p6er1-10","multiple_choice","Option text is long and may crowd mobile screens.","Severe recurrent droughts and competition over scarce grazing pasture and valley water dams, combined with cultural bride-price demands and the proliferation of illegal guns","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44732","p6er3-6","multiple_choice","Option text is long and may crowd mobile screens.","To concentrate manufacturing factories into one organized, secure zone equipped with ready infrastructure, making it easy and cheap for local and foreign investors to build factories that create jobs for","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44771","p6er3-10","multiple_choice","Option text is long and may crowd mobile screens.","To combine the customs, immigration, and security clearance offices of both neighboring countries under one single roof, cutting border clearance waiting times from three days down to two hours","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","44830","p6ea1-2","multiple_choice","Option text is long and may crowd mobile screens.","Due to perceived economic dominance of Kenya, sharp ideological friction between capitalist Kenya and socialist Tanzania (Ujamaa), and severe political tension after Idi Amin seized power in Uganda in 1971","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45122","p6ea3-6","multiple_choice","Option text is long and may crowd mobile screens.","1. Expanded duty-free market of over 300 million consumers for our agricultural exports, 2. Cheaper imported goods due to zero internal tariffs and One-Stop Border Posts (OSBP), 3. Visa-free travel using","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45161","p6ea3-10","multiple_choice","Option text is long and may crowd mobile screens.","To maintain a highly trained, joint regional military and police rapid-deployment force ready to intervene immediately to stop civil wars, neutralize terrorist threats (","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45212","p6an1-1","multiple_choice","Option text is long and may crowd mobile screens.","They are warm-blooded (homoiothermic), possess hair or fur on their bodies, give birth to live young (viviparous), and female mothers feed their young on milk secreted by mammary glands","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45427","p6an2-10","multiple_choice","Option text is long and may crowd mobile screens.","adult frogs perform Cutaneous Respiration, where atmospheric oxygen dissolves into the surface moisture and diffuses right across the thin skin layer into underlying blood capillaries","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45516","p6an3-6","multiple_choice","Option text is long and may crowd mobile screens.","Complete Metamorphosis involves FOUR distinct, completely different stages: Egg then Larva (wiggler/caterpillar/maggot) then Pupa (resting chrysalis/cocoon) then Winged Adult","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45624","p6an4-4","multiple_choice","Option text is long and may crowd mobile screens.","It pulls its soft head and muscular foot completely inside its hard spiral shell and seals the shell entrance with a hard, waterproof mucus plug (epiphragm) to prevent desiccation (water loss), entering a","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45683","p6an4-10","multiple_choice","Option text is long and may crowd mobile screens.","the water snails act as intermediate nurseries producing thousands of microscopic, fork-tailed Bilharzia (Schistosoma) cercariae larvae which swim through the water and penetrate directly through intact","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45733","p6pl1-1","multiple_choice","Option text is long and may crowd mobile screens.","Seeds with only ONE cotyledon (seed leaf), a Fibrous root system, long narrow leaves with Parallel leaf venation, and flower parts arranged in multiples of three (3, 6, 9 petals)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45734","p6pl1-1","multiple_choice","Option text is long and may crowd mobile screens.","Seeds with TWO cotyledons, a main central Taproot system, broad leaves with Network (reticulate) venation, and flower parts arranged in multiples of four or five (4, 5, 10 petals)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45781","p6pl1-6","multiple_choice","Option text is long and may crowd mobile screens.","monocot vascular bundles are scattered throughout the stem and completely lack the growing Cambium cell ring required for secondary lateral thickening (woody growth)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45890","p6pl2-4","multiple_choice","Option text is long and may crowd mobile screens.","Insect-pollinated flowers have large, brightly colored petals, produce sweet scents and sugary nectar inside nectaries, have small amounts of sticky/spiny pollen grains","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","45949","p6pl2-10","multiple_choice","Option text is long and may crowd mobile screens.","It spreads young seeds over wide geographical areas, preventing overcrowding, intense competition between seedlings and the parent plant for sunlight/water/soil nutrients, and epidemic disease spread","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46175","p6eh1-6","multiple_choice","Option text is long and may crowd mobile screens.","To allow hot, stale, exhaled air to escape continuously through the top ventilators, drawing fresh, cool, dense air into the room through the lower windows and doors (maintaining healthy indoor air circulation)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46255","p6eh2-1","multiple_choice","Option text is long and may crowd mobile screens.","Mercury expands uniformly and rapidly when heated, is easily visible (opaque silvery thread), does not wet or stick to the inner glass capillary wall, has a high boiling point (357°C), and a low freezing point","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46303","p6eh2-6","multiple_choice","Option text is long and may crowd mobile screens.","To record both the highest (maximum) daytime temperature and the lowest (minimum) night-time temperature reached during a 24-hour period using steel indices pushed along by alcohol and mercury columns inside the U-tube","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46342","p6eh2-10","multiple_choice","Option text is long and may crowd mobile screens.","brass expands much more rapidly and to a greater length than iron under the same heat, the brass side pushes outward and causes the bimetallic strip to bend (curve) toward the iron side","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46520","p6em1-1","multiple_choice","Option text is long and may crowd mobile screens.","Chemical energy stored inside the cell (reactions between zinc can and ammonium chloride/manganese dioxide paste around the carbon rod) is converted into Electrical energy","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46567","p6em1-6","multiple_choice","Option text is long and may crowd mobile screens.","pure tap water, borehole water, and human sweat contain dissolved mineral salts that make water a dangerous Electrical Conductor, allowing mains electricity (240 Volts AC) to flow directly across the wet","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46606","p6em1-10","multiple_choice","Option text is long and may crowd mobile screens.","The live copper wire directly touches the neutral copper wire, allowing a massive surge of current to bypass the high-resistance appliance and flow through the path of least resistance, generating intense","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46780","p6em3-4","multiple_choice","Option text is long and may crowd mobile screens.","By winding an insulated copper wire tightly around the iron nail in numerous coils (forming a solenoid) and connecting the two ends of the wire across a dry cell battery","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46800","p6em3-6","multiple_choice","Option text is long and may crowd mobile screens.","Heating the magnet strongly inside a fire until red-hot, hammering it repeatedly with a heavy hammer, dropping it repeatedly on a hard concrete floor, or placing it inside a coil carrying Alternating Current (AC)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46838","p6em3-10","multiple_choice","Option text is long and may crowd mobile screens.","By increasing the number of turns (coils) of wire wound around the iron nail, and connecting more dry cells in series to increase the electric current (amperage) flowing through the coil","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46916","p6bd1-4","multiple_choice","Option text is long and may crowd mobile screens.","Inhaled air: 21% Oxygen and 0.04% Carbon Dioxide (plus 78% Nitrogen). Exhaled air: 16% Oxygen and 4% Carbon Dioxide (plus 78% Nitrogen and saturated water vapor)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","46975","p6bd1-10","multiple_choice","Option text is long and may crowd mobile screens.","tobacco smoke contains over 7,000 toxic chemicals, causing Lung Cancer, chronic Bronchitis, and Emphysema (bursting of alveoli walls causing permanent breathlessness)","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","47017","p6bd2-1","multiple_choice","Option text is long and may crowd mobile screens.","The mechanical (chewing/mastication) and chemical (enzymatic) breakdown of complex, insoluble, bulky food substances into simple, soluble molecules that can be absorbed easily into the bloodstream across intestinal villi","Shorten the option to the essential answer only."
"medium","option_too_long","src/lib/data.ts","47104","p6bd2-10","multiple_choice","Option text is long and may crowd mobile screens.","Roughage cannot be digested or absorbed for energy, but it adds bulk (mass) to the food, stimulating peristaltic contractions of the intestinal walls and pushing feces smoothly out through the colon to","Shorten the option to the essential answer only."
